Issue key,Issue id,Parent id,Epic Name,Epic Link,Labels,Labels,Issue Type,Priority,Summary,Acceptance Criteria,Story Points,Assignee,Status,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Due Date,Created,Updated,Resolved
EFDDH-421,7534121,,,EFDDH-9,,,Story,Low,Platform: CICD : update image with latest dbt version,"dbt 

BQ ",3,mahajaa4,To Do,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,,,,,,,,,,,,,04/06/2024,15/10/2024,
EFDDH-420,7533615,,,EFDDH-36,,,Story,High,ARF223:Build: ARF223 Components Confluence Pages Update,,2,chenc33,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,,04/06/2024,12/06/2024,12/06/2024
EFDDH-419,7522503,,,EFDDH-3,,,Story,High,ARF223: Build : Orchestration mapping for DBT level based on control M objects flow for 223,,3,geesalan,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,,,,,,,,,,,,,,,,,31/05/2024,01/07/2024,26/06/2024
EFDDH-418,7522479,7457295,,,,,Sub Task,Low,Review task,,,geesalan,Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,,,,,,,,,,,,,31/05/2024,24/06/2024,24/06/2024
EFDDH-417,7517953,,,EFDDH-3,,,Story,High,ARF223:Framework: 223 - Analyse UPD cases for Merge or macro post proc along with Hash value creation,,3,dabkea,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,30/05/2024,01/07/2024,07/06/2024
EFDDH-416,7517905,,,EFDDH-9,,,Story,Low,Orchestration Run for ARF223 using the RegDH Models,,,mahajaa4,Story Done,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,,,,,30/05/2024,12/06/2024,12/06/2024
EFDDH-415,7517895,,,EFDDH-9,EFDDH-BP-MVPREL1,,Story,Low,Performance:  223 Use-case Performance for the Prod Run,,,mahajaa4,Story Done,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,18/07/2024,30/05/2024,16/07/2024,12/07/2024
EFDDH-414,7517865,,,EFDDH-3,,,Story,High,ARF223: Test : Place holder for XFM_T UT -MJ,,3,jillelam,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,30/05/2024,10/07/2024,10/07/2024
EFDDH-413,7517862,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Test : Place holder for UT -LX,,3,xavierl,Closed,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,18/07/2024,30/05/2024,18/07/2024,18/07/2024
EFDDH-412,7517860,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Test : Automation of XFM_T UT,,3,dabkea,To Do,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,18/07/2024,30/05/2024,29/08/2024,
EFDDH-411,7517658,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Low, ARF223: Test : Place holder for XFM_T UT -NG,,3,geesalan,Closed,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,18/07/2024,30/05/2024,16/07/2024,16/07/2024
EFDDH-410,7517657,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Test : Place holder for UT-PK,,3,kummarip,Closed,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,18/07/2024,30/05/2024,24/07/2024,24/07/2024
EFDDH-409,7514315,,,,EFDDH-BP-MVPREL1,,Story,Low,Misc:Deployment - CRMA updates ,"As a RL, CRMA need to be completed after consultation  with PO, Tech SME and business and Submitted for knowing activity path to activate the platform",3,bvineeth,Story Done,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,,,,,,,,,,,,18/07/2024,29/05/2024,26/07/2024,26/07/2024
EFDDH-408,7514314,,,,EFDDH-BP-MVPREL1,,Story,Low, Misc:Deployment - NEDS registration documentation and approval ,"As a RL, CRMA need to be completed after consultation  with PO, Tech SME and business and Submitted for knowing activity path to activate the platform",3,bvineeth,Story Done,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,,,,,,,,,,,,18/07/2024,29/05/2024,26/07/2024,26/07/2024
EFDDH-407,7514076,,,EFDDH-36,,,Story,High,ARF223:Build: Copy SIT DGCP data to DEV DGCP after cleanup,,2,jillelam,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,,,,29/05/2024,06/06/2024,06/06/2024
EFDDH-406,7513221,,,EFDDH-9,PlatformFDH,,Story,High,Platform: CICD: automation for dpc,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",3,manyerel,Story Done,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,,,,,,,,,,,,,,,,,,29/05/2024,21/06/2024,21/06/2024
EFDDH-405,7512515,,,EFDDH-3,,,Story,High,ARF223:Framework: 223 - POC - CNF Merge Macro creation and testing,,3,dabkea,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 6,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,,29/05/2024,01/07/2024,07/06/2024
EFDDH-404,7512053,,,EFDDH-3,,,Story,High,ARF223:Framework: 223 - Key_INS models creation for stg and INS from BQ  ,,3,dabkea,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,29/05/2024,01/07/2024,07/06/2024
EFDDH-403,7508171,,,EFDDH-36,,,Story,High,ARF223:Build: Cross environment mapping for testing - to be finalised and documented,,2,jillelam,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,,,,28/05/2024,12/06/2024,12/06/2024
EFDDH-402,7507728,,,EFDDH-36,,,Story,High,ARF223:Build: Copy DEV to SIT for empty tables in SIT.,,2,jillelam,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,,,,28/05/2024,30/05/2024,30/05/2024
EFDDH-401,7505200,,,EFDDH-31,,,Story,Low,DBT Slim CD Setup for all non prod with few enhancements for performance and cost savings,,5,mahajaa4,Story Done,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,,,,,27/05/2024,28/05/2024,28/05/2024
EFDDH-400,7496762,,,EFDDH-3,,,Story,High,ARF223:Framework: 223 - Create macros for manually created items as part of SIT deployment - refer to EFDDH-396 ticket assigned to Anav,,3,dabkea,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,,24/05/2024,01/07/2024,29/05/2024
EFDDH-399,7496529,7428332,,,,,Sub Task,Low,Review task,,,mahajaa4,Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,24/05/2024,04/06/2024,04/06/2024
EFDDH-398,7496210,7457295,,,,,Sub Task,Low,get XFM_IN sample data of 10 records per each XFM_IN view - for first column and all date columns only. ,,,chenc33,Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,,,,,,,,,,,,,24/05/2024,24/06/2024,24/06/2024
EFDDH-397,7496049,,,EFDDH-3,,,Story,High,ARF223: Build : Date issues in XFM_IN and SRC_IN Views,,3,geesalan,Story Done,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,,,,,24/05/2024,01/07/2024,27/05/2024
EFDDH-396,7492975,,,,,,Story,Low,ST/SIT CICD Pipeline: Testing,,3,mahajaa4,Story Done,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,,,,,23/05/2024,07/06/2024,27/05/2024
EFDDH-395,7490345,,,EFDDH-36,,,Story,High,ARF223:Sourcing: Export REF Data (Non-PII) from on PREM into csv,,5,nagavels,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,,,,,,,,,,,,,,,,,22/05/2024,26/06/2024,26/06/2024
EFDDH-394,7490342,,,EFDDH-36,,,Story,High,ARF223:Build: Check Data Availability in DGCP SIT Project ,,2,chenc33,Story Done,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,,,,,22/05/2024,28/05/2024,28/05/2024
EFDDH-393,7484929,7428805,,,PlatformFDH,,Sub Task,High,Platform: CICD: DNS request for kube cluster,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",,raja19,Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,,,,,21/05/2024,06/06/2024,06/06/2024
EFDDH-392,7480267,,,EFDDH-3,,,Story,High,ARF223:Framework: 223 - CNF_OUT view compilation,,3,dabkea,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,,20/05/2024,01/07/2024,27/05/2024
EFDDH-391,7476099,,,EFDDH-36,,,Story,High,ARF223:Build: FinTech Docs Update,,3,chenc33,Story Done,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,,,,,17/05/2024,29/05/2024,29/05/2024
EFDDH-390,7476076,7457295,,,,,Sub Task,Low,XFM_IN - testing to make sure they are working on top of SRC_IN,,,chenc33,Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,,,,,,,,,,,,,17/05/2024,23/05/2024,23/05/2024
EFDDH-389,7467449,,,,,,Story,Low,GSM : GCP Service Account for Group Creation ,,,mahajaa4,Closed,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,,,,,15/05/2024,29/05/2024,29/05/2024
EFDDH-388,7467446,,,,,,Story,Low,Platform : CICD and JCF Design Documentation,,,mahajaa4,Story Done,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,,,,,15/05/2024,17/05/2024,17/05/2024
EFDDH-387,7467647,,,EFDDH-3,,,Story,High,ARF223:Build: 223 - XFM IN - effective and expiry date columns issues - to be investigated ,,1,geesalan,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,15/05/2024,01/07/2024,24/05/2024
EFDDH-386,7467439,,,,,,Story,Low,JCF Enhancement to use sidecar and store DBT results in BQ Dataset,,5,mahajaa4,Story Done,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,,,,,15/05/2024,17/05/2024,17/05/2024
EFDDH-385,7467638,,,EFDDH-37,,,Story,Low,ARF223:Platform_CICD: Teraform infr apply on ST and SIT is failing to be investigated  ,,5,kuberr,Story Done,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,,15/05/2024,21/05/2024,21/05/2024
EFDDH-384,7467630,7428805,,,PlatformFDH,,Sub Task,High,Platform: CICD: ISTIO ingestion for kube cluster,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",,raja19,Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,,,,,15/05/2024,21/05/2024,21/05/2024
EFDDH-383,7467289,7404981,,,,,Sub Task,Low,review CLVR converted code ,,,dabkea,Done,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,15/05/2024,23/05/2024,23/05/2024
EFDDH-382,7467074,7397289,,,,,Sub Task,Low,Update RegDH intro conf page with missing details based on feedback and inputs from Shashi,,,kummarip,Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,15/05/2024,24/05/2024,24/05/2024
EFDDH-381,7466839,,,EFDDH-36,,,Story,High,ARF223:Sourcing: Need more information on Green highlighted columns in conf page such as mapping/logic from on prem RSDS as DGCP do not have these columns. Need this for assessment on impact because of missing attributes in DGCP,,5,nagavels,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,,,,15/05/2024,30/05/2024,30/05/2024
EFDDH-380,7466832,,,EFDDH-40,ARF223,,Story,High,ARF223:BRS: RegDH introduction page update and documentation with to-be details ,,5,kummarip,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,24/04/2024,15/05/2024,11/10/2024,10/07/2024
EFDDH-379,7466787,,,EFDDH-3,,,Story,High,ARF223: Build : CNF_T DBT materialisation for cnf_t_pivot_ins_VAL_REF_VAL_TYPE.sql,,3,kummarip,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,,,,15/05/2024,11/10/2024,05/06/2024
EFDDH-378,7466785,,,EFDDH-3,,,Story,High,ARF223: Build : CNF_T DBT materialisation for SEC CNF  entities,,3,jillelam,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,,,,15/05/2024,01/07/2024,12/06/2024
EFDDH-377,7466784,,,EFDDH-3,,,Story,High,ARF223: Build : CNF_T DBT materialisation for RLS CNF  entities,,3,kummarip,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,,,,15/05/2024,11/10/2024,05/06/2024
EFDDH-376,7466783,,,EFDDH-3,,,Story,High,ARF223: Build : CNF_T DBT materialisation for PTY CNF  entities,,3,geesalan,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,,,,15/05/2024,01/07/2024,04/06/2024
EFDDH-375,7466782,,,EFDDH-3,,,Story,High,ARF223: Build : CNF_T DBT materialisation for MOS source system,,3,jillelam,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,,,,15/05/2024,01/07/2024,03/06/2024
EFDDH-374,7466530,,,EFDDH-3,,,Story,High,ARF223: Build : CNF_T DBT materialisation for ARFCLT and EFS,,3,xavierl,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,,,,15/05/2024,01/07/2024,05/06/2024
EFDDH-373,7466528,,,EFDDH-3,,,Story,High,ARF223: Build : CNF_T DBT materialisation for ARBLS,,3,xavierl,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,,,,15/05/2024,01/07/2024,04/06/2024
EFDDH-372,7466527,,,EFDDH-3,,,Story,High,ARF223: Build : CNF_T DBT materialisation for CAP_Application,,3,kummarip,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,,,,15/05/2024,11/10/2024,05/06/2024
EFDDH-371,7466523,,,EFDDH-3,,,Story,High,ARF223: Build : CNF_T DBT materialisation for APP,,3,xavierl,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,,,,15/05/2024,01/07/2024,04/06/2024
EFDDH-370,7463170,,,EFDDH-3,,,Story,High,ARF223:Build: 223 -SRC_IN - IFC - zero records to be investigated ,,1,geesalan,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,14/05/2024,01/07/2024,22/05/2024
EFDDH-369,7461469,,,EFDDH-36,,,Story,High,ARF223:Sourcing: Update REF data Classification doc with more details,,5,nagavels,Story Done,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,,,,14/05/2024,24/05/2024,24/05/2024
EFDDH-368,7457295,,,EFDDH-3,,,Story,High,ARF223:Build: 223 -XFM_IN - testing to make sure they are working on top of SRC_IN ,,3,chenc33,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,,,,,,,,,,,,,13/05/2024,01/07/2024,24/06/2024
EFDDH-367,7457290,7429452,,,,,Sub Task,Low,SRC_IN testing to make sure they are working on top of IFC,,,chenc33,Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,13/05/2024,14/05/2024,14/05/2024
EFDDH-366,7452950,,,EFDDH-3,,,Story,High,ARF223:Framework: 223 - CNF_T INS - go through and add macro on top of it  - PIVOT/KEY,,3,dabkea,Backlog,,,,,,,,,,,,,,,,,,,,10/05/2024,29/08/2024,
EFDDH-365,7452927,,,EFDDH-3,,,Story,High,ARF223:Build: 223 -XFM_OUT testing to make sure they are working ,,3,geesalan,Backlog,,,,,,,,,,,,,,,,,,,,10/05/2024,29/08/2024,
EFDDH-364,7452926,,,EFDDH-3,,,Story,High,ARF223:Build: 223 -XFM_IN testing to make sure they are working ,,3,geesalan,Backlog,,,,,,,,,,,,,,,,,,,,10/05/2024,29/08/2024,
EFDDH-363,7452925,,,EFDDH-37,,,Story,High,ARF223:Build: 223 -SRC_OUT testing to make sure they are working on top of SRC_IN ,,3,chenc33,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,10/05/2024,01/07/2024,22/05/2024
EFDDH-362,7452276,,,EFDDH-9,PlatformFDH,,Story,High,Platform: RBAC: RBAC PIPELINE for GMS -PROD,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",1,kuberr,Backlog,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,,,,,10/05/2024,29/08/2024,
EFDDH-361,7447669,7428805,,,PlatformFDH,,Sub Task,High,Platform: CICD: App deployement in Kube Cluster using Codefresh Pipeline - Master ticket,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",,raja19,Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,,,,,09/05/2024,17/05/2024,17/05/2024
EFDDH-360,7442020,7298080,,,,,Sub Task,Low,"CLZZ analysis : check non performing, well assured and CLVR etc with Upul  to come up with criteria to validate regdh vs dgcp for CLZZ vs CLAU",,,nagavels,Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,08/05/2024,15/05/2024,15/05/2024
EFDDH-359,7441873,,,EFDDH-3,,,Story,High,ARF223 -Update src_dlet_flag values for all IFC views,,3,geesalan,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,08/05/2024,10/05/2024,10/05/2024
EFDDH-358,7439393,,,EFDDH-37,,,Story,High,ARF223:Sourcing: Add a new member to DGCP prod & dev,,2,chenc33,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,07/05/2024,01/07/2024,14/05/2024
EFDDH-357,7438996,,,EFDDH-3,,,Story,High,ARF223:Framework: 223 - CNF_T Table creation models,,3,dabkea,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,,07/05/2024,01/07/2024,20/05/2024
EFDDH-356,7433555,7364344,,,,,Sub Task,Low,Review task,,,mahajaa4,Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,,,,,,,,,,,,,,06/05/2024,24/05/2024,24/05/2024
EFDDH-355,7433554,,,EFDDH-9,PlatformFDH,,Story,High,Platform: CICD: CD automation for dbctl,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",3,manyerel,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,,,,,,,,,,,,06/05/2024,20/06/2024,20/06/2024
EFDDH-354,7429452,,,EFDDH-3,,,Story,High,ARF223:Build: 223 -SRC_IN testing to make sure they are working on top of IFC ,,3,geesalan,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,03/05/2024,01/07/2024,14/05/2024
EFDDH-353,7429094,7404605,,,,,Sub Task,Low,Check data in dgcp is usable and fit for purpose ,,,kummarip,In Progress,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,BP: EFDDH Sprint 20,,03/05/2024,28/11/2024,
EFDDH-352,7429085,7404605,,,,,Sub Task,Low,Check whether DGCP has highended date ,,,chenc33,Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,BP: EFDDH Sprint 20,,03/05/2024,15/05/2024,15/05/2024
EFDDH-351,7428851,,,EFDDH-9,,,Story,Low,Platform: CICD : Sqlfluff Linting validation code needs to be updated,"dbt 

BQ ",3,kuberr,Closed,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,,,,,,,,,,,,,,03/05/2024,10/07/2024,10/07/2024
EFDDH-350,7428818,,,EFDDH-13,,,Story,Low,Platform: CICD: dbt full fresh issue investigation ,"As an Engineer, i want to have:
 # Naming standards for the Infra Repo , documented and approved by the relevant stakeholders.
 # The codebase is updated to reflect the finalised naming standards.
 # Validations are implemented to ensure that the updated code complies with the approved naming standards.
 # Tests are conducted to verify that the validations are working as expected.",3,mahajaa4,Story Done,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,,,,,03/05/2024,06/06/2024,06/06/2024
EFDDH-349,7428805,,,EFDDH-9,EFDDH-BP-MVPREL1,PlatformFDH,Story,Low,Platform: CICD: Kube setup for RegDH including cicd pipeline,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",3,raja19,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,,,,18/07/2024,03/05/2024,01/10/2024,01/10/2024
EFDDH-348,7428332,,,EFDDH-9,PlatformFDH,,Story,High,Platform: Create python tools to push data product catalog.,,5,manyerel,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,,,,,,,,,,,,,03/05/2024,04/06/2024,04/06/2024
EFDDH-347,7424834,,,EFDDH-3,,,Story,High,ARF223:Build: 223 -MOS and REF XFM_OUT conversion to dbt linting and formatting ,,3,geesalan,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,02/05/2024,01/07/2024,03/05/2024
